ID,Show,Title,Artist,JD,Hunter,Steve,Dave,YACHTSKI,Cover Art
514,YON18,Piece of Paradise,PM,7,18,8,15,12,https://img.discogs.com/IyAOTCkU-u6hc81Vru46AKcfNew=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1231496-1202412165.jpeg.jpg
515,YON27,When Love Breaks Down,Prefab Sprout,9,16,13,23,15.25,https://i.scdn.co/image/c66eca533eaef2594572f4a532f6e0c30e15e593
516,YON33,I Feel For You,Prince,25,34,23,28,27.5,https://i.scdn.co/image/12a9af126ebb2be468f72459694d6154c5aea9d8
517,YON59,My Love Is Forever,Prince,72,65,62,68,66.75,https://i.scdn.co/image/e6148a800cdf2d6fdf709b2a3e1e2ccf251cfadd
518,YON69,Let Me Love You Tonight,Pure Prairie League,49,38,49,40,44,https://i.scdn.co/image/a95da2a92fd262518e13d4b7fbfd0f199017d687
519,YON40,Cool Cat,Queen,61,49,53,56,54.75,https://i.scdn.co/image/71fd1290898ec33dff419241bef0b26f3404d414
521,YON07,The Secret Garden,Quincy Jones,28,12,8,30,19.5,https://i.scdn.co/image/2e0fa5645527573bc4a9920411a475ccb34c1270
520,BYR34,One Hundred Ways,Quincy Jones,64,76,75,70,71.25,https://i.scdn.co/image/699d2d483f3d899144387e5833e1845b0ec7a40c
524,YON56,I Took A Chance,Randy Goodrum,12,18,19,31,20,https://i.scdn.co/image/a672d723413a36e865ce12a9424b472dd328cdce
523,BYR15,Fool's Paradise,Randy Goodrum,89,88,82,82,85.25,https://img.discogs.com/1gvtwLMJk9AQ2Pn-dG9EESP_4Y8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3650877-1510932430-2186.jpeg.jpg
526,YON70,Miami,Randy Newman,30,33,17,30,27.5,https://i.scdn.co/image/726573d00f3a44408091331988a292442138b4bb
525,YON42,I Love L.A.,Randy Newman,41,34,33,41,37.25,https://i.scdn.co/image/726573d00f3a44408091331988a292442138b4bb
527,BYR85,Christmas Time Is Here,Ray Parker Jr.,85,100,82,87,88.5,https://i.scdn.co/image/e67dadd5d700d23d8ecb53accb89949f05716adf
529,YON20,You Can't Change That,Raydio,84,78,74,78,78.5,https://i.scdn.co/image/abaefe57edbf98f51ee2a8e5b89c673e3cc17d97
530,YON70,Story of My Life,Real Thing,45,50,55,38,47,https://img.discogs.com/juKEOQ11u9Wu2dN91xd9U7JjprQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1023739-1423073018-4827.jpeg.jpg
532,YON27,Float On By,Rhythm Heritage,40,35,37,42,38.5,https://i.scdn.co/image/9addbf2caf8c7020d5d5dc863860a949f54bacec
531,YON14,Skippin',Rhythm Heritage,42,50,40,46,44.5,https://i.scdn.co/image/9addbf2caf8c7020d5d5dc863860a949f54bacec
533,YON28,Stay With Me Tonight,Richard Jon Smith,49,49,40,42,45,https://img.discogs.com/5i_V8ep5hcT28bb1tQ0csurih9k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1682571-1236617883.jpeg.jpg
534,YON38,Live It,Richard Simmons,79,91,67,77,78.5,https://img.discogs.com/hrXNDzxDsxh42OgqnR1YfEWxZ00=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1631515-1352031608-8762.jpeg.jpg
535,YON29,Anything's Possible,Richard Torrance,42,40,39,48,42.25,https://img.discogs.com/6XSqtVGi6GUXjDyIAopPj5gKxSc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3105152-1515323486-9333.jpeg.jpg
536,YON32,Your Loss,Rick Bowles,80,76,78,73,76.75,https://img.discogs.com/sXIb7zJITY9_Tp7u-i8XZAr1Qew=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3713406-1341399727-5757.jpeg.jpg
537,YON38,Mary Jane,Rick James,38,40,34,32,36,https://i.scdn.co/image/645166e92ee543a895c40117e8fe2932a082abcd
538,YON17,Don't Talk To Strangers,Rick Springfield,61,53,56,57,56.75,https://i.scdn.co/image/103a3d9f48b679e9bdc359fe083824ddb8b25bf3
539,YON26,Juke Box Fury,Rickie Lee Jones,51,50,51,48,50,https://i.scdn.co/image/8a6cac9284014f941344848b402f69f0b45f1545
540,YON55,Chuck E's In Love,Rickie Lee Jones,53,55,49,55,53,https://i.scdn.co/image/ba6e074f0dd91b045d9600f2cb873a3872f97b1f
541,YON23,It's No Secret,Ringo Starr,33,33,41,23,32.5,https://i.scdn.co/image/37f48a826a44b88b07a885e73ac40866c866d4a0
544,YON16,Love is a Mystery,Robbie Dupree,60,78,77,70,71.25,https://i.scdn.co/image/413716121d940dbf0ff84a52e5ac62c6b68bd657
545,YON46,Hot Rod Hearts,Robbie Dupree,81,85,86,82,83.5,https://i.scdn.co/image/413716121d940dbf0ff84a52e5ac62c6b68bd657
543,YON04,Steal Away,Robbie Dupree,89,81,85,85,85,https://i.scdn.co/image/413716121d940dbf0ff84a52e5ac62c6b68bd657
542,BYR70,Brooklyn Girls,Robbie Dupree,89,92,84,88,88.25,https://i.scdn.co/image/838f68faef89b3a04b79fd387bcb270e8b371843
546,BYR70,Just Another Notch on the Bedpost,Robert Kraft,85,69,67,76,74.25,https://i.scdn.co/image/d71341e92ca0a4d44dd6a2e8678cfa44e4b62f10
547,YON15,Every Kinda People,Robert Palmer,49,41,38,38,41.5,https://i.scdn.co/image/bbc583c261947a041046a994f543798be558e36f
548,YON19,One Last Look,Robert Palmer,69,61,63,51,61,https://i.scdn.co/image/beb1e7d490aa42ec6706c55930cfb83b9d72cdf3
550,YON05,In the Mood,Robert Plant,5,10,8,15,9.5,https://i.scdn.co/image/6c45249428d050a6c7bc63b53b78388748782836
549,YON05,Big Log,Robert Plant,25,30,22,20,24.25,https://i.scdn.co/image/6c45249428d050a6c7bc63b53b78388748782836
551,YON13,What Am I Gonna Do,Rod Stewart,11,6,5,9,7.75,https://i.scdn.co/image/f887c0d589a0696965ce9c8ed51b55c8498ef181
552,YON34,Get Used To It,Roger Voudouris,89.9,85.1,84,81,85,https://i.scdn.co/image/1cec15ac3676f155178ecd31d0037f25e5cf273d
553,YON51,Steal Your Love Away,Roland Bautista,49,50,41,45,46.25,http://images.45cat.com/roland-bautista-steal-your-love-away-abc-s.jpg
555,YON45,If You Don't Want Me To,Ronnie Milsap,55,59,58,55,56.75,https://i.scdn.co/image/e61f8641d744802feadaccf931428cc9c4f8aed6
554,BYR76,Where Do The Nights Go,Ronnie Milsap,66,54,65,57,60.5,https://i.scdn.co/image/ab963347fb2eb1c78c6395a8f1e05aabf4461533
556,YON15,Interlude,Rosie Vela,37,49,34,35,38.75,https://i.scdn.co/image/32b83d4a48aeb89f753f1ed754b54b8067b70cfb
557,YON31,Magic Smile,Rosie Vela,42,49,43,48,45.5,https://i.scdn.co/image/32b83d4a48aeb89f753f1ed754b54b8067b70cfb
558,BYR10,More Than This,Roxy Music,15,20,20,17,18,https://i.scdn.co/image/5decfb1098eda29a05296f63f1565c7bbf5104cc
559,BYR80,Heaven Bound,Rufus & Chaka,51,52,53,50,51.5,https://i.scdn.co/image/5ca0d5db1bedd8ae2f09c8346f9118a6d37cd814
560,YON13,Run For Your Life,Runner,45,38,34,40,39.25,https://i.scdn.co/image/1ef6b8a4efc4ca1968ca28056d2a10d3110aff21
562,YON35,Lunch Hour,Rupert Holmes,14,23,16.5,6,14.875,https://i.scdn.co/image/3b1272db7153884196e51e3a5c48c7e8f67a8af5
561,BYR10,Escape (The Pina Colada Song),Rupert Holmes,40,43,30,28,35.25,https://i.scdn.co/image/3b1272db7153884196e51e3a5c48c7e8f67a8af5
563,YON38,Answering Machine,Rupert Holmes,49,50,44,37,45,https://i.scdn.co/image/3b1272db7153884196e51e3a5c48c7e8f67a8af5
564,YON46,Him,Rupert Holmes,49,48,60,45,50.5,https://i.scdn.co/image/3b1272db7153884196e51e3a5c48c7e8f67a8af5
566,YON17,Smooth Operator,Sade,51,38,26.5,35,37.625,https://i.scdn.co/image/507f0a1b04cf8138e92ccc80d524383ac12e59c2
565,YON06,Maureen,Sade,51,52,48,48,49.75,https://i.scdn.co/image/a9f7d845c0d8ae6ac1521bd5bc229e7027371566
567,YON27,Lucky Radio,Samuel Purdey,31,40,51,35,39.25,https://i.scdn.co/image/f971c0d8bc1779ea199272378bb2546129db4785
568,YON35,Valerie,Samuel Purdey,51,61,58,62,58,https://i.scdn.co/image/f971c0d8bc1779ea199272378bb2546129db4785
569,BYR60,Nail Me to the Wall,Sanford Townsend Band,55,53,52,62,55.5,https://i.scdn.co/image/0ee1880a95e0686a9faf583d24f795eeb48a07c8
571,YON20,Smoke From a Distant Fire,Sanford Townsend Band,75,76,84,72,76.75,https://i.scdn.co/image/5c60b6643ecf840aa7c3d5a05671278541673fbb
570,YON03,Oriental Gate,Sanford Townsend Band,90,88,87,85,87.5,https://i.scdn.co/image/5c60b6643ecf840aa7c3d5a05671278541673fbb
572,YON21,Winning,Santana,33,31,23,20,26.75,https://i.scdn.co/image/ad3562872a661c52afed9c9b0769a140c9d61291
573,YON45,Fool On The Hill,Sarah Vaughan,51,49,46,47,48.25,https://i.scdn.co/image/4d639976418b5fa2d52cc26f558cbdd36cae011e
574,YON25,Had to Fall,Sea Level,35,33,44,45,39.25,https://i.scdn.co/image/5c6f7f1ccd972dc727523e670f8e0df8c9ad77a3
575,YON51,Living In A Dream,Sea Level,69,68,63,59,64.75,https://i.scdn.co/image/b851cd7c843a2ef1423f26fe52c892c6164a40a0
576,BYR10,Summer Breeze,Seals and Crofts,12,41,15,19,21.75,https://i.scdn.co/image/cddb27b374314e7242a11357aed5cf04939aab37
578,YON14,Stars,Seals and Crofts,59,51,56,45,52.75,https://i.scdn.co/image/32228422e5e9b70c5916be0dba2ea119059af0ab
577,BYR60,If And Any Day,Seals and Crofts,88,74,79,76,79.25,https://i.scdn.co/image/32228422e5e9b70c5916be0dba2ea119059af0ab
580,YON03,Alibis,Sergio Mendes & Joe Pizullo,82,79.5,84,85,82.625,https://i.scdn.co/image/4f566a1d9231116348f25ee1e1313f36cbc56471
582,YON26,Hold My Love,Sex On Toast,12,29,18,20,19.75,https://i.scdn.co/image/e7ad47d38c9ebb937a804817a3a3c444d7b63659
581,YON24,Oh Loretta,Sex On Toast,33,50,52,42,44.25,https://i.scdn.co/image/1b65598567ca29150bc8b49a1a71b940d2e1fee9
579,BYR74,Lie To Me,Shaun Cassidy,62,61,68,55,61.5,https://i.scdn.co/image/60da9d676f03a4fb363daa94abd795e23f90e4de
583,YON32,You Made A Fool,Sherbet,55,55,55,55,55,https://i.scdn.co/image/70563420859eb09f0c5188918cabdbf88fe0f16c
584,YON20,Just To See Her,Smokey Robinson,46,50,36,42,43.5,https://i.scdn.co/image/13676f8075e38d864022954b4618fad6d94d0d33
585,YON58,Being With You,Smokey Robinson,55,51,52,60,54.5,https://i.scdn.co/image/07015ad145b52718f3216c8501c5e2d60c3a1625
586,YON46,Don't Let Me In,Sneaker,54,53,58,58,55.75,https://img.discogs.com/YmjNAAaD8YwcUvhFUioERxcUEoM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1763733-1241821510.jpeg.jpg
587,YON17,No More Lonely Days,Sneaker,58,72,85,58,68.25,https://img.discogs.com/YmjNAAaD8YwcUvhFUioERxcUEoM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1763733-1241821510.jpeg.jpg
588,YON11,Morning Dance,Spyro Gyra,22,33,12,25,23,https://i.scdn.co/image/17f25b9bc423b681ff4327c594342ea1ebbb89fe
589,YON11,Sweet Baby,Stanley Clarke & George Duke,62,68,48,67,61.25,https://i.scdn.co/image/9938e83662394045ee1dd5448200ca4608f40e96
590,YON32,Moonlight Feels Right,Starbuck,53,51,56,48,52,https://i.scdn.co/image/fc35810b2e2865dd8f866bcb9854af0fc7a2ab8c
591,BYR10,Afternoon Delight,Starland Vocal Band,5,14,5,12,9,https://i.scdn.co/image/3792ce7f450f0383d596dd87cd2b613ee13d6132
593,YON62,New York Town,State Cows,54,61,62,51,57,https://i.scdn.co/image/52a97e17ee6a0cf68b64bf87facc471874da70a7
592,YON33,Mister White,State Cows,82,79,81,76,79.5,https://i.scdn.co/image/ba535a2c6324bd1c2fc97ad213bb6079b6c2f85e
599,YON34,Only A Fool Would Say That,Steely Dan,40,48,39.5,38,41.375,https://i.scdn.co/image/932a7b8b175f2057a109545a99a475aedd3a3545
594,BYR10,Rikki Don't Lose That Number,Steely Dan,50,53,60,58,55.25,https://i.scdn.co/image/f1068dd32f82a757e7fdb0cc12f50f9de1ed32ab
595,BYR30,Any World (That I'm Welcome To),Steely Dan,60,54,64,59,59.25,https://i.scdn.co/image/14ee16aae2869252dce59137cf3683e04dd8fb49
598,YON28,Second Arrangement,Steely Dan,78,75,70,78,75.25,https://i.scdn.co/image/258b798a05a02212721f1bdbaf35b79fc41b3090
601,YON39,Hey Nineteen,Steely Dan,79,96,95,72,85.5,https://i.scdn.co/image/a6006cab2a1b021a898fd719822bd26ec8c585f4
596,BYR72,Josie,Steely Dan,82,100,87,78,86.75,https://i.scdn.co/image/534dba2df9c72ecd7e9c2e9adde60656c0c5f63f
602,YON39,Time Out Of Mind,Steely Dan,92,88,93,84,89.25,https://i.scdn.co/image/a6006cab2a1b021a898fd719822bd26ec8c585f4
600,YON36,Black Cow,Steely Dan,90,90,91,92,90.75,https://i.scdn.co/image/534dba2df9c72ecd7e9c2e9adde60656c0c5f63f
605,YON70,Kid Charlemagne,Steely Dan,89,94,93,87,90.75,https://i.scdn.co/image/6267acbf1582af779b77fe920c83380627bc0660
603,YON52,Deacon Blues,Steely Dan,91,90,94,89,91,https://i.scdn.co/image/534dba2df9c72ecd7e9c2e9adde60656c0c5f63f
597,YON02,Peg,Steely Dan,100,86,92,90,92,https://i.scdn.co/image/534dba2df9c72ecd7e9c2e9adde60656c0c5f63f
604,YON55,FM,Steely Dan,98,93,94,90,93.75,https://i.scdn.co/image/2a9d52ad6228ba11d99dd3a69cb26e34652090df
606,YON06,On and On,Stephen Bishop,49,52,39,40,45,https://i.scdn.co/image/52883ddf46d731d7453d263fd54d67a26f478369
607,YON20,Sinking in an Ocean of Tears,Stephen Bishop,56,49,41,55,50.25,https://i.scdn.co/image/52883ddf46d731d7453d263fd54d67a26f478369
608,YON44,Send A Little Love My Way,Stephen Bishop,62,53,56,58,57.25,https://i.scdn.co/image/e7e6764f7e8cbe668365a28406354f22735a34d6
618,YON18,Save It for a Rainy Day,Stephen Bishop,61,57,58,60,59,https://i.scdn.co/image/52883ddf46d731d7453d263fd54d67a26f478369
609,YON36,Your Burning Love,Steps,60,53,54,52,54.75,https://i.scdn.co/image/8b52e0e76f1d62aa49c6392ea3ae4c166833ec08
610,YON34,WKRP In Cincinnati Theme,Steve Carlisle,38,26,34,30,32,https://img.discogs.com/jwaPjFiZBrcyLIBzl9rsFk_mhh4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6006341-1423934652-2207.jpeg.jpg
611,BYR60,Fly,Steve Cropper,81,82,68,81,78,https://i.scdn.co/image/d44a40418bb4668d69f7f49d2cd5c64a4465879d
613,YON54,Santa Ana Winds,Steve Goodman,1,9,14,15,9.75,https://i.scdn.co/image/f086aa40c0c715838de3f35c227d40d090d2fda9
612,YON23,Sometimes Love Forgets,Steve Goodman,42,42,36,42,40.5,https://i.scdn.co/image/686be3ab3654dce16855cda08b3920e929fc50e3
614,YON14,The Ending,Steve Kipner,84,79,85,84,83,https://img.discogs.com/bc0n7z8HXQw8_Kif0A3ZYpdPMOs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2839659-1303409797.gif.jpg
615,YON31,Foolish Heart,Steve Perry,59,61,41,59,55,https://i.scdn.co/image/77c0b88e71312fbb26c6a19794d46f4e25abdde4
616,YON10,The Weekend,Steve Wariner,42,52,41,57,48,https://i.scdn.co/image/a575d04770a64a43599fbcae4c4d7f5e23613ef8
617,YON14,Arc of a Diver,Steve Winwood,37,30,35,28,32.5,https://i.scdn.co/image/227d1c004f257860529136dd405eefeec70502a4
620,YON45,Steal The Night,Stevie Woods,72,63,62,66,65.75,https://img.discogs.com/DSLE-Mjx15VT0QwkQm6O30UpBwo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3228773-1321394183.jpeg.jpg
619,YON02,Just Can't Win 'Em All,Stevie Woods,90,100,77,90,89.25,https://img.discogs.com/6ao8uQFlSp-S9kkZNZRBP0eGoMk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3228785-1321394591.jpeg.jpg
621,BYR10,Come Sail Away,Styx,8,8,1,12,7.25,https://i.scdn.co/image/b2b55e0d7e16ac294452cf3a2bfddb7001549ea0
622,YON03,Take the Long Way Home,Supertramp,15,22,5,10,13,https://i.scdn.co/image/3688105a4087383eff61cf2ddc202b1134a0356b
623,YON02,Stumblin' In,Suzi Quatro & Chris Norman,55,59,26,30,42.5,https://i.scdn.co/image/797dc57d76d73031b21fa166f9468551b6e90da2
624,YON06,Love Trip,Takako Mamiya,61,64,70,64,64.75,https://img.discogs.com/hdFfdpRXhdqJ8u1q7t00pgCn9sQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6444434-1419367987-3589.jpeg.jpg
625,YON26,I Don't Want You Anymore,Tavares,89,82,83,85,84.75,https://i.scdn.co/image/a9fe09bf323f0411fc84cbdd52733ecf431aa701
626,YON11,Back in Business,Ted Gardestad,72,60,68,68,67,https://img.discogs.com/yN80p9TREvkfqrvaU7mQfG6x3nc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1285936-1513926436-6590.jpeg.jpg
628,YON26,Hey Papa,Terence Boylan,60,66,62,58,61.5,https://i.scdn.co/image/ac66480f1a249d761ea359387ad7c7aa6c9f38fc
627,BYR09,Shame,Terence Boylan,75,75,65,75,72.5,https://i.scdn.co/image/ac66480f1a249d761ea359387ad7c7aa6c9f38fc
629,YON66,Games People Play,The Alan Parsons Project,41,43,47,34,41.25,https://i.scdn.co/image/97dcde8e997542b6a112621a4fd0af4a6f1982c4
630,YON68,Eye In The Sky,The Alan Parsons Project,42,51,54,28,43.75,https://i.scdn.co/image/1068da126a0452a14673871b62ebed4467ac59ee
58,YON50,(I Could Never Say) It's Over,The B. B. & Q. Band,85,79,73,67,76,https://i.scdn.co/image/02c428f3e3da7bb18b3b551a0b54b2edc5a86f36
631,YON06,Sail on Sailor,The Beach Boys,40,45,41,48,43.5,https://i.scdn.co/image/3df60c2fe9ca86b1e539cd8deb7d39a1d985a431
632,YON04,Catalina Breeze,The Blue Jean Committee,65,20,75,75,58.75,https://i.scdn.co/image/2c0e524b576f362cabbd1d47e21b5cebab8ca383
634,YON08,You Ga (Ta Give It),The Brecker Brothers,25,34,22,20,25.25,https://i.scdn.co/image/cfc5ecbe438c733742b06fc766d00383221ad560
633,BYR70,Not Tonight,The Brecker Brothers,86,84,86,86,85.5,https://i.scdn.co/image/cfc5ecbe438c733742b06fc766d00383221ad560
635,YON40,Boat To Sail,The Carpenters,33,26,29,25,28.25,https://i.scdn.co/image/50cc9123b040e7529782fbf5af090991253f31d0
636,YON42,(Want You) Back In My Life Again,The Carpenters,65,60,61,58,61,https://i.scdn.co/image/f3719d663feff19043749f0f8b0d603b8558d71e
646,YON65,"Wynken, Blynken and Nod",The Doobie Brothers,30,30,25,25,27.5,https://i.scdn.co/image/da5f0d80ea9ba2e37ed88c37ae82fe677fd43dfc
642,YON43,Sweet Feelin',The Doobie Brothers,41,49,38,47,43.75,https://i.scdn.co/image/988c0be5ef644820193ca38bd339cc1bfd0c180e
637,BYR60,Carry Me Away,The Doobie Brothers,51,52,53,55,52.75,https://i.scdn.co/image/132aac8cceeb1cff7aecc0d7bbe80434491bdc50
648,YON44,Echoes of Love,The Doobie Brothers,54,61,61,66,60.5,https://i.scdn.co/image/f7a353e547761af4ee9a94c58c05258d70b8ba5d
645,YON62,You Never Change,The Doobie Brothers,60,64,59,62,61.25,https://i.scdn.co/image/988c0be5ef644820193ca38bd339cc1bfd0c180e
644,YON61,How Do The Fools Survive,The Doobie Brothers,61,64,73,71,67.25,https://i.scdn.co/image/988c0be5ef644820193ca38bd339cc1bfd0c180e
639,YON13,One Step Closer,The Doobie Brothers,88,73,64,75,75,https://i.scdn.co/image/5dcc5ad2cc627805793346e6eded24e30b2e4f13
643,YON52,Open Your Eyes,The Doobie Brothers,80,76,73,75,76,https://i.scdn.co/image/988c0be5ef644820193ca38bd339cc1bfd0c180e
647,YON67,Takin' It to the Streets,The Doobie Brothers,88,76,70,90,81,https://i.scdn.co/image/f12620e45feaeddeb7e6a9c4df475593e3d256a4
641,YON38,Real Love,The Doobie Brothers,88,83,86,78,83.75,https://i.scdn.co/image/da5f0d80ea9ba2e37ed88c37ae82fe677fd43dfc
640,YON32,Minute By Minute,The Doobie Brothers,98,90,90,88,91.5,https://i.scdn.co/image/988c0be5ef644820193ca38bd339cc1bfd0c180e
638,YON06,What a Fool Believes,The Doobie Brothers,100,100,100,100,100,https://i.scdn.co/image/cc8d107ee6f9232f18a30bfcf6b19e98a43d7ef0
649,YON36,So Much In Love,The Dukes (Bugatti & Musker),85,89,79,82,83.75,https://img.discogs.com/vIFyPH2kIz6_dV2fQlNlKbKKiXs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3413046-1329432505.jpeg.jpg
650,YON48,Long Ago,The Four Seasons,41,39,52,42,43.5,https://i.scdn.co/image/a0ff4ba33889fd83d0d41220215f2504828ff813
651,YON40,When She Was My Girl,The Four Tops,40,42,31,35,37,https://i.scdn.co/image/cdd2af0da23d7c55de5fee6ee8cb8603eea23835
652,YON15,Yearning For Your Love,The Gap Band,46,46,42,40,43.5,https://i.scdn.co/image/28f1091114c5b47094792b397c68e9e559f22c8d
654,YON52,This Place Hotel,The Jacksons,49,50,40,42,45.25,https://i.scdn.co/image/0f75e9422e70650550ec9e4dee7c132fb9bede7a
653,BYR84,Give It Up,The Jacksons,83,87,78,85,83.25,https://i.scdn.co/image/ad43ecfedac78a83fc732435a0598360e752f429
655,YON10,Spice of Life,The Manhattan Transfer,73,39,62,55,57.25,https://i.scdn.co/image/166fa67884b5f91e58afd8d1d5839e99082c1047
656,BYR70,On the Boulevard,The Manhattan Transfer,66,66,79,55,66.5,https://i.scdn.co/image/32b98c0e2eb9fa828bd46727b9ef5bff02b3be91
657,YON63,Shining Star,The Manhattans,38,49,38,38,40.75,https://i.scdn.co/image/c11f99144f08301470cc9716f6807d7dd151e812
658,YON19,I'll Be Dining Here Again,The Norwegian Fords,49,54,65,42,52.5,https://i.scdn.co/image/feb85cfb528a5a5f13db8b8824d4dce21d475a74
470,YON55,Trying to Love Two Women,The Oak Ridge Boys,5,3,2,4,3.5,https://i.scdn.co/image/d35010b33c819e12201fbe1db182063cf801f94a
662,YON46,Slow Hand,The Pointer Sisters,51,52,49,44,49,https://i.scdn.co/image/0ef142a166c6f2e17643cc320332464fb36e2a46
660,YON34,I Feel For You,The Pointer Sisters,50,53,46,52,50.25,https://i.scdn.co/image/63724a30b3621cd86df210e97301039c94cfdedc
661,YON37,What A Surprise,The Pointer Sisters,50,53,61,72,59,https://i.scdn.co/image/0ef142a166c6f2e17643cc320332464fb36e2a46
663,YON51,Heart to Heart,The Pointer Sisters,56,58,61,62,59.25,https://i.scdn.co/image/de078e1f7c5103f8d9be4538f5aeeb3a3ae0667f
659,YON22,He's So Shy,The Pointer Sisters,85,92,88,86,87.75,https://i.scdn.co/image/3566866747338d67768fa22c37860fb8e9cb8522
664,YON29,Tourist In Paradise,The Rippingtons,12,18,23,20,18.25,https://i.scdn.co/image/a0a03c9897c05ecff40f4cdcc2e94b8c37042ed1
665,YON40,Games People Play,The Spinners,33,41,37,42,38.25,https://i.scdn.co/image/569e488fe1a5c07cf9bed1f4fb9773868657d191
666,YON23,The Lottery,The Stepkids,30,41,39,18,32,https://i.scdn.co/image/16a5f83bc6aed923c814869f75209d101b57fff8
668,YON62,Shout to the Top,The Style Council,23,43,34,32,33,https://i.scdn.co/image/ff901edd8d497ae23df483c66f064e948239d4bb
667,YON17,My Ever Changing Moods,The Style Council,42,39,23,30,33.5,https://i.scdn.co/image/9b6734f91f0c1394eab2b5c41592785e4519ea1b
669,YON23,She's A Beauty,The Tubes,40,50,38,10,34.5,https://i.scdn.co/image/cbbbdc8776b95bdbcda247fee092574ead2dc9dd
671,YON57,A Matter of Pride,The Tubes,25,51,40,41,39.25,https://i.scdn.co/image/c55b85306d73f4681f82348b270bbbdce79c2d26
670,YON31,Don't Want to Wait Anymore,The Tubes,48,51,46,53,49.5,https://i.scdn.co/image/c55b85306d73f4681f82348b270bbbdce79c2d26
672,YON34,I'm The One For You,The Whispers,44,43,46,41,43.5,https://i.scdn.co/image/8b89355d90c5a9bd44c8a638e21c53ea864ea3a5
713,YON51,Take Me To Your Heaven,The Wilson Brothers,60,82,66,71,69.75,https://img.discogs.com/uhAY70lW8wQy1Ic4pJtMdMnFIC8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-503106-1313356551.jpeg.jpg
674,YON41,Shambala,Three Dog Night,2,1,3,5,2.75,https://i.scdn.co/image/b7dac8cfe7c93a2cac00fdeb54f252c6dfe6f99d
675,YON15,Show You the Way,Thundercat,72,62,65,65,66,https://i.scdn.co/image/78d5f3ba506544c38f98a3429886ea524288a19d
676,YON37,Don't Keep Me Waiting Girl,Tim Weisberg,79,73,73,75,75,https://img.discogs.com/XkRRrNGIGv35csrdV8nE0E2i-eU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2613071-1348021539-9365.jpeg.jpg
677,BYR38,Tell Me What You Dream,Timothy B. Schmit,77,69,59,82,71.75,https://i.scdn.co/image/156b223ede1c294a17e218e8d36c2d205bd71aaa
678,YON16,Hurting For You,Todd Rundgren,42,32,39,42,38.75,https://i.scdn.co/image/d77779bcfdd421f98ce103ddc5296815eee6c69c
679,YON27,Tin Foil Hat,Todd Rundgren & Donald Fagen,49,51,41,42,45.75,https://i.scdn.co/image/9073bbabde54e8c59b5ad4b2b59947992c2d2f8c
680,YON64,Maybe It's Love Affair,Toshiki Kadomatsu,49,51,62,50,53,https://img.discogs.com/oC9QBUhfkdpG0XYFPlX05BR8vzc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1553616-1227950788.jpeg.jpg
688,BRC01,Afraid Of Love,Toto,37,31,28,30,31.5,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
685,BRC01,It's A Feeling,Toto,35,51,37,42,41.25,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
687,BRC01,Lovers In The Night,Toto,41,35,43,49,42,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
686,BRC01,We Made It,Toto,46,47,45,38,44,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
696,YON40,Chinatown,Toto,48,46,54,38,46.5,https://i.scdn.co/image/09798eaebf70bc0c97ff2976af4917c56d54a2de
684,BRC01,I Won't Hold You Back,Toto,35,51,41,62,47.25,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
